pair_id,clip_id,category,original_path,augmented_path
0,xeno_canto_birds/7189,bird_sounds,original/0000.wav,augmented/0000.wav
1,xeno_canto_birds/2034,bird_sounds,original/0001.wav,augmented/0001.wav
2,xeno_canto_birds/7272,bird_sounds,original/0002.wav,augmented/0002.wav
3,xeno_canto_birds/6190,bird_sounds,original/0003.wav,augmented/0003.wav
4,xeno_canto_birds/9573,bird_sounds,original/0004.wav,augmented/0004.wav
5,xeno_canto_birds/191,bird_sounds,original/0005.wav,augmented/0005.wav
6,xeno_canto_birds/8468,bird_sounds,original/0006.wav,augmented/0006.wav
7,xeno_canto_birds/9126,bird_sounds,original/0007.wav,augmented/0007.wav
8,xeno_canto_birds/8690,bird_sounds,original/0008.wav,augmented/0008.wav
9,xeno_canto_birds/7557,bird_sounds,original/0009.wav,augmented/0009.wav
10,xeno_canto_birds/6438,bird_sounds,original/0010.wav,augmented/0010.wav
11,xeno_canto_birds/8979,bird_sounds,original/0011.wav,augmented/0011.wav
12,xeno_canto_birds/84,bird_sounds,original/0012.wav,augmented/0012.wav
13,xeno_canto_birds/9442,bird_sounds,original/0013.wav,augmented/0013.wav
14,xeno_canto_birds/8160,bird_sounds,original/0014.wav,augmented/0014.wav
15,xeno_canto_birds/7407,bird_sounds,original/0015.wav,augmented/0015.wav
16,xeno_canto_birds/7669,bird_sounds,original/0016.wav,augmented/0016.wav
17,xeno_canto_birds/7893,bird_sounds,original/0017.wav,augmented/0017.wav
18,xeno_canto_birds/2363,bird_sounds,original/0018.wav,augmented/0018.wav
19,xeno_canto_birds/6250,bird_sounds,original/0019.wav,augmented/0019.wav
20,xeno_canto_birds/9465,bird_sounds,original/0020.wav,augmented/0020.wav
21,xeno_canto_birds/6786,bird_sounds,original/0021.wav,augmented/0021.wav
22,xeno_canto_birds/8449,bird_sounds,original/0022.wav,augmented/0022.wav
23,xeno_canto_birds/4248,bird_sounds,original/0023.wav,augmented/0023.wav
24,xeno_canto_birds/9402,bird_sounds,original/0024.wav,augmented/0024.wav
25,xeno_canto_birds/2332,bird_sounds,original/0025.wav,augmented/0025.wav
26,xeno_canto_birds/3600,bird_sounds,original/0026.wav,augmented/0026.wav
27,xeno_canto_birds/2891,bird_sounds,original/0027.wav,augmented/0027.wav
28,xeno_canto_birds/8649,bird_sounds,original/0028.wav,augmented/0028.wav
29,xeno_canto_birds/1161,bird_sounds,original/0029.wav,augmented/0029.wav
30,xeno_canto_birds/1028,bird_sounds,original/0030.wav,augmented/0030.wav
31,xeno_canto_birds/5157,bird_sounds,original/0031.wav,augmented/0031.wav
32,xeno_canto_birds/2135,bird_sounds,original/0032.wav,augmented/0032.wav
33,xeno_canto_birds/2875,bird_sounds,original/0033.wav,augmented/0033.wav
34,xeno_canto_birds/45,bird_sounds,original/0034.wav,augmented/0034.wav
35,xeno_canto_birds/2469,bird_sounds,original/0035.wav,augmented/0035.wav
36,xeno_canto_birds/4584,bird_sounds,original/0036.wav,augmented/0036.wav
37,xeno_canto_birds/1538,bird_sounds,original/0037.wav,augmented/0037.wav
38,xeno_canto_birds/2162,bird_sounds,original/0038.wav,augmented/0038.wav
39,xeno_canto_birds/4043,bird_sounds,original/0039.wav,augmented/0039.wav
40,xeno_canto_birds/1666,bird_sounds,original/0040.wav,augmented/0040.wav
41,xeno_canto_birds/6891,bird_sounds,original/0041.wav,augmented/0041.wav
42,xeno_canto_birds/6399,bird_sounds,original/0042.wav,augmented/0042.wav
43,xeno_canto_birds/2433,bird_sounds,original/0043.wav,augmented/0043.wav
44,xeno_canto_birds/5089,bird_sounds,original/0044.wav,augmented/0044.wav
45,xeno_canto_birds/8045,bird_sounds,original/0045.wav,augmented/0045.wav
46,xeno_canto_birds/4362,bird_sounds,original/0046.wav,augmented/0046.wav
47,xeno_canto_birds/5289,bird_sounds,original/0047.wav,augmented/0047.wav
48,xeno_canto_birds/2867,bird_sounds,original/0048.wav,augmented/0048.wav
49,xeno_canto_birds/7023,bird_sounds,original/0049.wav,augmented/0049.wav
50,xeno_canto_birds/8368,bird_sounds,original/0050.wav,augmented/0050.wav
51,xeno_canto_birds/658,bird_sounds,original/0051.wav,augmented/0051.wav
52,xeno_canto_birds/9580,bird_sounds,original/0052.wav,augmented/0052.wav
53,xeno_canto_birds/4745,bird_sounds,original/0053.wav,augmented/0053.wav
54,xeno_canto_birds/4456,bird_sounds,original/0054.wav,augmented/0054.wav
55,xeno_canto_birds/557,bird_sounds,original/0055.wav,augmented/0055.wav
56,xeno_canto_birds/6581,bird_sounds,original/0056.wav,augmented/0056.wav
57,xeno_canto_birds/7726,bird_sounds,original/0057.wav,augmented/0057.wav
58,xeno_canto_birds/825,bird_sounds,original/0058.wav,augmented/0058.wav
59,xeno_canto_birds/7375,bird_sounds,original/0059.wav,augmented/0059.wav
60,xeno_canto_birds/5742,bird_sounds,original/0060.wav,augmented/0060.wav
61,xeno_canto_birds/4139,bird_sounds,original/0061.wav,augmented/0061.wav
62,xeno_canto_birds/1394,bird_sounds,original/0062.wav,augmented/0062.wav
63,xeno_canto_birds/6994,bird_sounds,original/0063.wav,augmented/0063.wav
64,xeno_canto_birds/9301,bird_sounds,original/0064.wav,augmented/0064.wav
65,xeno_canto_birds/3836,bird_sounds,original/0065.wav,augmented/0065.wav
66,xeno_canto_birds/1001,bird_sounds,original/0066.wav,augmented/0066.wav
67,xeno_canto_birds/7750,bird_sounds,original/0067.wav,augmented/0067.wav
68,xeno_canto_birds/3192,bird_sounds,original/0068.wav,augmented/0068.wav
69,xeno_canto_birds/8721,bird_sounds,original/0069.wav,augmented/0069.wav
70,xeno_canto_birds/3059,bird_sounds,original/0070.wav,augmented/0070.wav
71,xeno_canto_birds/8980,bird_sounds,original/0071.wav,augmented/0071.wav
72,xeno_canto_birds/8059,bird_sounds,original/0072.wav,augmented/0072.wav
73,xeno_canto_birds/3224,bird_sounds,original/0073.wav,augmented/0073.wav
74,xeno_canto_birds/5527,bird_sounds,original/0074.wav,augmented/0074.wav
75,xeno_canto_birds/1061,bird_sounds,original/0075.wav,augmented/0075.wav
76,xeno_canto_birds/2231,bird_sounds,original/0076.wav,augmented/0076.wav
77,xeno_canto_birds/5953,bird_sounds,original/0077.wav,augmented/0077.wav
78,xeno_canto_birds/6520,bird_sounds,original/0078.wav,augmented/0078.wav
79,xeno_canto_birds/4392,bird_sounds,original/0079.wav,augmented/0079.wav
80,xeno_canto_birds/7996,bird_sounds,original/0080.wav,augmented/0080.wav
81,xeno_canto_birds/8589,bird_sounds,original/0081.wav,augmented/0081.wav
82,xeno_canto_birds/1274,bird_sounds,original/0082.wav,augmented/0082.wav
83,xeno_canto_birds/7295,bird_sounds,original/0083.wav,augmented/0083.wav
84,xeno_canto_birds/7675,bird_sounds,original/0084.wav,augmented/0084.wav
85,xeno_canto_birds/1447,bird_sounds,original/0085.wav,augmented/0085.wav
86,xeno_canto_birds/2307,bird_sounds,original/0086.wav,augmented/0086.wav
87,xeno_canto_birds/6214,bird_sounds,original/0087.wav,augmented/0087.wav
88,xeno_canto_birds/389,bird_sounds,original/0088.wav,augmented/0088.wav
89,xeno_canto_birds/9204,bird_sounds,original/0089.wav,augmented/0089.wav
90,xeno_canto_birds/8208,bird_sounds,original/0090.wav,augmented/0090.wav
91,xeno_canto_birds/6263,bird_sounds,original/0091.wav,augmented/0091.wav
92,xeno_canto_birds/6799,bird_sounds,original/0092.wav,augmented/0092.wav
93,xeno_canto_birds/4926,bird_sounds,original/0093.wav,augmented/0093.wav
94,xeno_canto_birds/5689,bird_sounds,original/0094.wav,augmented/0094.wav
95,xeno_canto_birds/2407,bird_sounds,original/0095.wav,augmented/0095.wav
96,xeno_canto_birds/1807,bird_sounds,original/0096.wav,augmented/0096.wav
97,xeno_canto_birds/1363,bird_sounds,original/0097.wav,augmented/0097.wav
98,xeno_canto_birds/262,bird_sounds,original/0098.wav,augmented/0098.wav
99,xeno_canto_birds/7776,bird_sounds,original/0099.wav,augmented/0099.wav
100,urbansound8k/741,city_noise,original/0100.wav,augmented/0100.wav
101,urbansound8k/3196,city_noise,original/0101.wav,augmented/0101.wav
102,urbansound8k/1485,city_noise,original/0102.wav,augmented/0102.wav
103,urbansound8k/3575,city_noise,original/0103.wav,augmented/0103.wav
104,urbansound8k/5807,city_noise,original/0104.wav,augmented/0104.wav
105,urbansound8k/274,city_noise,original/0105.wav,augmented/0105.wav
106,urbansound8k/1613,city_noise,original/0106.wav,augmented/0106.wav
107,urbansound8k/7345,city_noise,original/0107.wav,augmented/0107.wav
108,urbansound8k/3309,city_noise,original/0108.wav,augmented/0108.wav
109,urbansound8k/7907,city_noise,original/0109.wav,augmented/0109.wav
110,urbansound8k/7317,city_noise,original/0110.wav,augmented/0110.wav
111,urbansound8k/3944,city_noise,original/0111.wav,augmented/0111.wav
112,urbansound8k/7772,city_noise,original/0112.wav,augmented/0112.wav
113,urbansound8k/8011,city_noise,original/0113.wav,augmented/0113.wav
114,urbansound8k/3069,city_noise,original/0114.wav,augmented/0114.wav
115,urbansound8k/2703,city_noise,original/0115.wav,augmented/0115.wav
116,urbansound8k/6433,city_noise,original/0116.wav,augmented/0116.wav
117,urbansound8k/2437,city_noise,original/0117.wav,augmented/0117.wav
118,urbansound8k/6395,city_noise,original/0118.wav,augmented/0118.wav
119,urbansound8k/6187,city_noise,original/0119.wav,augmented/0119.wav
120,urbansound8k/6866,city_noise,original/0120.wav,augmented/0120.wav
121,urbansound8k/4038,city_noise,original/0121.wav,augmented/0121.wav
122,urbansound8k/2801,city_noise,original/0122.wav,augmented/0122.wav
123,urbansound8k/2641,city_noise,original/0123.wav,augmented/0123.wav
124,urbansound8k/7378,city_noise,original/0124.wav,augmented/0124.wav
125,urbansound8k/6622,city_noise,original/0125.wav,augmented/0125.wav
126,urbansound8k/6222,city_noise,original/0126.wav,augmented/0126.wav
127,urbansound8k/4743,city_noise,original/0127.wav,augmented/0127.wav
128,urbansound8k/4742,city_noise,original/0128.wav,augmented/0128.wav
129,urbansound8k/3259,city_noise,original/0129.wav,augmented/0129.wav
130,urbansound8k/3152,city_noise,original/0130.wav,augmented/0130.wav
131,urbansound8k/1315,city_noise,original/0131.wav,augmented/0131.wav
132,urbansound8k/8243,city_noise,original/0132.wav,augmented/0132.wav
133,urbansound8k/8551,city_noise,original/0133.wav,augmented/0133.wav
134,urbansound8k/4229,city_noise,original/0134.wav,augmented/0134.wav
135,urbansound8k/4182,city_noise,original/0135.wav,augmented/0135.wav
136,urbansound8k/8161,city_noise,original/0136.wav,augmented/0136.wav
137,urbansound8k/352,city_noise,original/0137.wav,augmented/0137.wav
138,urbansound8k/8707,city_noise,original/0138.wav,augmented/0138.wav
139,urbansound8k/7413,city_noise,original/0139.wav,augmented/0139.wav
140,urbansound8k/4919,city_noise,original/0140.wav,augmented/0140.wav
141,urbansound8k/3078,city_noise,original/0141.wav,augmented/0141.wav
142,urbansound8k/1622,city_noise,original/0142.wav,augmented/0142.wav
143,urbansound8k/3131,city_noise,original/0143.wav,augmented/0143.wav
144,urbansound8k/2424,city_noise,original/0144.wav,augmented/0144.wav
145,urbansound8k/1449,city_noise,original/0145.wav,augmented/0145.wav
146,urbansound8k/1322,city_noise,original/0146.wav,augmented/0146.wav
147,urbansound8k/5069,city_noise,original/0147.wav,augmented/0147.wav
148,urbansound8k/805,city_noise,original/0148.wav,augmented/0148.wav
149,urbansound8k/4248,city_noise,original/0149.wav,augmented/0149.wav
150,urbansound8k/6515,city_noise,original/0150.wav,augmented/0150.wav
151,urbansound8k/7080,city_noise,original/0151.wav,augmented/0151.wav
152,urbansound8k/5782,city_noise,original/0152.wav,augmented/0152.wav
153,urbansound8k/503,city_noise,original/0153.wav,augmented/0153.wav
154,urbansound8k/234,city_noise,original/0154.wav,augmented/0154.wav
155,urbansound8k/3408,city_noise,original/0155.wav,augmented/0155.wav
156,urbansound8k/3289,city_noise,original/0156.wav,augmented/0156.wav
157,urbansound8k/975,city_noise,original/0157.wav,augmented/0157.wav
158,urbansound8k/5515,city_noise,original/0158.wav,augmented/0158.wav
159,urbansound8k/5178,city_noise,original/0159.wav,augmented/0159.wav
