file,track_id,genre,split
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000002.mp3,000002,Hip-Hop,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000005.mp3,000005,Hip-Hop,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000010.mp3,000010,Pop,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000140.mp3,000140,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000141.mp3,000141,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000148.mp3,000148,Experimental,validation
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000182.mp3,000182,Rock,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000190.mp3,000190,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000193.mp3,000193,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000194.mp3,000194,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000197.mp3,000197,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000200.mp3,000200,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000203.mp3,000203,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000204.mp3,000204,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000207.mp3,000207,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000210.mp3,000210,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000211.mp3,000211,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000212.mp3,000212,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000213.mp3,000213,Pop,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000255.mp3,000255,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000256.mp3,000256,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000368.mp3,000368,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000424.mp3,000424,Experimental,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000459.mp3,000459,Rock,validation
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000534.mp3,000534,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000540.mp3,000540,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000546.mp3,000546,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000574.mp3,000574,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000602.mp3,000602,Folk,validation
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000615.mp3,000615,Experimental,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000620.mp3,000620,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000621.mp3,000621,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000625.mp3,000625,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000666.mp3,000666,International,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000667.mp3,000667,International,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000676.mp3,000676,Hip-Hop,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000690.mp3,000690,Rock,validation
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000694.mp3,000694,Hip-Hop,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000695.mp3,000695,Hip-Hop,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000704.mp3,000704,International,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000705.mp3,000705,International,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000706.mp3,000706,International,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000707.mp3,000707,International,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000708.mp3,000708,International,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000709.mp3,000709,International,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000714.mp3,000714,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000715.mp3,000715,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000716.mp3,000716,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000718.mp3,000718,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000777.mp3,000777,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000814.mp3,000814,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000821.mp3,000821,Pop,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000822.mp3,000822,Pop,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000825.mp3,000825,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000853.mp3,000853,International,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000890.mp3,000890,Folk,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000892.mp3,000892,Folk,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000897.mp3,000897,Experimental,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000993.mp3,000993,Rock,validation
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000995.mp3,000995,Experimental,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000997.mp3,000997,Experimental,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/000/000998.mp3,000998,Experimental,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001039.mp3,001039,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001040.mp3,001040,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001066.mp3,001066,Experimental,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001069.mp3,001069,Experimental,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001073.mp3,001073,Experimental,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001075.mp3,001075,Experimental,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001082.mp3,001082,International,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001083.mp3,001083,Experimental,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001087.mp3,001087,Rock,validation
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001102.mp3,001102,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001193.mp3,001193,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001195.mp3,001195,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001196.mp3,001196,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001197.mp3,001197,Folk,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001249.mp3,001249,Experimental,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001259.mp3,001259,Experimental,test
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001270.mp3,001270,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001276.mp3,001276,Experimental,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001277.mp3,001277,Experimental,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001278.mp3,001278,Experimental,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001417.mp3,001417,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001427.mp3,001427,Rock,training
/scratch/pdoshi/audio_comp/home_migrated/audio_comp_data/raw/fma_small/001/001443.mp3,001443,Experimental,training
